IBM Db2 Interactive CLI Sample Program
(C) COPYRIGHT International Business Machines Corp. 1993,1996
All Rights Reserved
Licensed Materials - Property of IBM
US Government Users Restricted Rights - Use, duplication or
disclosure restricted by GSA ADP Schedule Contract with IBM Corp.
> SELECT USERID, LICENSENUM, ISSELFSERVICEUSER, ISUNLICUSER, ISLATEST FROM MAXLICUSAGE;
  HELAZAROLUIZ, O&G_AUTHORIZED, 0, 0, 0
  WILSONALVARINO, O&G_AUTHORIZED, 0, 0, 0
  LINCOLNSOUZA, O&G_AUTHORIZED, 0, 0, 0
  CARLOSALEXANDRE, O&G_AUTHORIZED, 0, 0, 0
  ALEXANDERVIANA, O&G_AUTHORIZED, 0, 0, 0
  CLAUDIOGODINHO, O&G_LIMITED, 0, 0, 0
  RYANHOFFMANN, O&G_AUTHORIZED, 0, 0, 0
  HUGORIBEIRO, O&G_LIMITED, 0, 0, 0
  JIYIMONVAREED, O&G_LIMITED, 0, 0, 0
  HELTONTAVARES, O&G_LIMITED, 0, 0, 0
  WILSONJUNIOR, O&G_LIMITED, 0, 0, 0
  RONALDBRAGANZA, O&G_LIMITED, 0, 0, 0
  DALADIERNAGIB, O&G_LIMITED, 0, 0, 0
  RICARDOBASTOS, O&G_AUTHORIZED, 0, 0, 0
  CINTIAFANTINATTI, O&G_LIMITED, 0, 0, 0
  YURIMARTTOS, O&G_LIMITED, 0, 0, 0
  CIDCOSTA, O&G_AUTHORIZED, 0, 0, 0
  GABRIELAMARTINEZ, O&G_LIMITED, 0, 0, 0
  LUIZSANTOS, O&G_LIMITED, 0, 0, 0
  SINVALJUNIOR, O&G_LIMITED, 0, 0, 0
  CHARLESPEREIRA, O&G_LIMITED, 0, 0, 0
  DIEGOESMITE, O&G_AUTHORIZED, 0, 0, 0
  URSULADIAS, O&G_AUTHORIZED, 0, 0, 0
  ELCIODIAS, O&G_LIMITED, 0, 0, 0
  AGATHAALVARENGA, O&G_AUTHORIZED, 0, 0, 0
  JEFFERSONSOUZA, O&G_LIMITED, 0, 0, 0
  USERTESTE2, O&G_LIMITED, 0, 0, 0
  ISAACOLIVEIRA, O&G_AUTHORIZED, 0, 0, 0
  JOSESILVA, O&G_LIMITED, 0, 0, 0
  JANMACHOWSKI, O&G_AUTHORIZED, 0, 0, 0
  ANDRESILVA, O&G_LIMITED, 0, 0, 0
  PATRICIASOUSA, O&G_AUTHORIZED, 0, 0, 0
  ULYSSESESTEVAO, O&G_LIMITED, 0, 0, 0
  VINICIUSMACHADO, O&G_LIMITED, 0, 0, 0
  FABIORITA, O&G_LIMITED, 0, 0, 0
  ANDERSONRODRIGUES, O&G_LIMITED, 0, 0, 0
  FERNANDOHOLANDA, O&G_AUTHORIZED, 0, 0, 0
  THIAGOSAMPIETRO, O&G_LIMITED, 0, 0, 0
  LUCIANOJUNIOR, O&G_AUTHORIZED, 0, 0, 0
  NATALIALOPES, O&G_LIMITED, 0, 0, 0
  BRUNOCOSTA, O&G_LIMITED, 0, 0, 0
  RODRIGOCHAMUSCA, -, 0, 1, 0
  EDERFERNANDES, -, 0, 1, 0
  ANDERSONRODRIGUES, -, 0, 1, 0
  HELAZAROLUIZ, -, 0, 1, 1
  HUGORIBEIRO, -, 0, 1, 0
  ENALDOSANTOS, -, 0, 1, 0
  REINALDOWAGNER, -, 0, 1, 0
  IREKCERANKA, -, 0, 1, 0
  FABRIZIOSOBRINHO, -, 0, 1, 0
  MARCIOMOLINARI, -, 0, 1, 0
  LEONARDOSCIAMMARELLA, -, 0, 1, 0
  BENRADU, -, 0, 1, 0
  EDVALDOBASTOS, -, 0, 1, 0
  CARLOSHUMBERTO, O&G_LIMITED, 0, 0, 0
  CARLOSMANOEL, O&G_LIMITED, 0, 0, 0
  ENALDOSANTOS, O&G_LIMITED, 0, 0, 0
  EVALDOCOSTA, O&G_AUTHORIZED, 0, 0, 0
  RICARDOCRESPO, O&G_AUTHORIZED, 0, 0, 0
  HEATHMINER, O&G_AUTHORIZED, 0, 0, 0
  ANTONIOSOBRAL, O&G_LIMITED, 0, 0, 0
  ANDRESANTOS, O&G_LIMITED, 0, 0, 0
  IGORHARBS, O&G_LIMITED, 0, 0, 0
  REINALDOWAGNER, O&G_LIMITED, 0, 0, 0
  WEVERTONNAZARIO, O&G_LIMITED, 0, 0, 0
  ADLERBAHIA, O&G_LIMITED, 0, 0, 0
  HARRISONNOGUEIRA, O&G_LIMITED, 0, 0, 0
  GUILHERMESILVA, O&G_LIMITED, 0, 0, 0
  ROBERTLOS, O&G_LIMITED, 0, 0, 0
  EDSONRAFAEL, O&G_LIMITED, 0, 0, 0
  MARCELONOGUEIRA, O&G_LIMITED, 0, 0, 0
  PEDRODUARTE, O&G_LIMITED, 0, 0, 0
  IREKCERANKA, O&G_LIMITED, 0, 0, 0
  PHFALCAO, O&G_LIMITED, 0, 0, 0
  FREDERICOPOMPEU, O&G_LIMITED, 0, 0, 0
  JAGOSBORICIC, O&G_LIMITED, 0, 0, 0
  CARLOSRODRIGO, O&G_LIMITED, 0, 0, 0
  FABRICIOESTEVES, O&G_LIMITED, 0, 0, 0
  JULINECAETANO, -, 0, 1, 0
  ENIOSANTOS, -, 0, 1, 0
  PAULO.OLIVEIRA, -, 0, 1, 0
  FABRIZIOSOBRINHO, O&G_AUTHORIZED, 0, 0, 0
  VITORRAMALHO, O&G_LIMITED, 0, 0, 0
  ADEMIRJUNIOR, O&G_AUTHORIZED, 0, 0, 0
  LUANCARD, O&G_AUTHORIZED, 0, 0, 0
  VICTORBRANDAO, O&G_AUTHORIZED, 0, 0, 0
  VCARVALHO, O&G_AUTHORIZED, 0, 0, 0
  WILLIAMDSANTOS, O&G_AUTHORIZED, 0, 0, 0
  RICARDOPRIOLI, O&G_LIMITED, 0, 0, 0
  RACKSONGUEVARA, O&G_LIMITED, 0, 0, 0
  DARLANDOREA, O&G_LIMITED, 0, 0, 0
  FABRICIOPIEKALA, O&G_LIMITED, 0, 0, 0
  DANILODELIMA, O&G_LIMITED, 0, 0, 0
  FERNANDOSALVIA, O&G_LIMITED, 0, 0, 0
  IRINEUMIRANDA, O&G_LIMITED, 0, 0, 0
  FABIOSILVA, O&G_LIMITED, 0, 0, 0
  JOILSONRODRIGUES, O&G_AUTHORIZED, 0, 0, 0
  GRAZIONEMELLO, O&G_AUTHORIZED, 0, 0, 0
  BRUNOZULLO, O&G_LIMITED, 0, 0, 0
  AFONSOCASTRO, O&G_LIMITED, 0, 0, 0
  FRANCISRIBEIRO, O&G_AUTHORIZED, 0, 0, 0
  ALEXEIKERKIS, O&G_LIMITED, 0, 0, 0
  DARLISSONFERREIRA, O&G_LIMITED, 0, 0, 0
  ALANBARROSO, O&G_LIMITED, 0, 0, 0
  EMERSONMA, O&G_AUTHORIZED, 0, 0, 0
  DORRICELILEMBRANCE, O&G_LIMITED, 0, 0, 0
  LAIONSOUZA, O&G_AUTHORIZED, 0, 0, 0
  RENATAANDRADE, O&G_AUTHORIZED, 0, 0, 0
  RONALDLACERDA, O&G_AUTHORIZED, 0, 0, 0
  JULIMARANDRADE, O&G_LIMITED, 0, 0, 0
  LUCIANOCAMARA, O&G_AUTHORIZED, 0, 0, 0
  LUCIOESTRELLA, O&G_LIMITED, 0, 0, 0
  CARLOSMARIANO, O&G_LIMITED, 0, 0, 0
  CAIOBARBOSA, O&G_AUTHORIZED, 0, 0, 0
  RAFAELHORTA, O&G_LIMITED, 0, 0, 0
  EDILSONCABALL, O&G_LIMITED, 0, 0, 0
  IVANPAJIC, O&G_LIMITED, 0, 0, 0
  RODRIGOVELLASCO, O&G_AUTHORIZED, 0, 0, 0
  MARLONROBIM, O&G_LIMITED, 0, 0, 0
  NATALIALOPES, O&G_AUTHORIZED, 0, 0, 0
  ANABARCELOS, O&G_LIMITED, 0, 0, 0
  MAYCONSILVA, O&G_LIMITED, 0, 0, 0
  ROBERTATOSTES, O&G_LIMITED, 0, 0, 0
  JUCOELHO, -, 0, 1, 0
  MARCIOAGUIAR, O&G_LIMITED, 0, 0, 0
  CLEOMARCERCON, O&G_LIMITED, 0, 0, 0
  VICTORSILVA, O&G_LIMITED, 0, 0, 0
  RENANAVNER, -, 0, 1, 0
  NICOLESILVEIRA, O&G_AUTHORIZED, 0, 0, 0
  EDUARDOGADELHA, O&G_LIMITED, 0, 0, 0
  ELIDANASCIMENTO, O&G_AUTHORIZED, 0, 0, 0
  HERBSONSANTOS, O&G_LIMITED, 0, 0, 0
  GUSTAVOCANARIO, O&G_LIMITED, 0, 0, 0
  DANIELGONCALVES, O&G_LIMITED, 0, 0, 0
  OLIVIAJULIANELLI, O&G_LIMITED, 0, 0, 0
  SAVIOCAETANO, O&G_LIMITED, 0, 0, 0
  EMERSONGONCALVES, O&G_AUTHORIZED, 0, 0, 0
  TPAUKSTYS, O&G_LIMITED, 0, 0, 0
  NELSONTARUPI, O&G_LIMITED, 0, 0, 0
  USERTESTE, O&G_LIMITED, 0, 0, 0
  EMANOELPINTO, O&G_LIMITED, 0, 0, 0
  MILTONTABOSA, O&G_LIMITED, 0, 0, 0
  RAFAELLIMA, O&G_LIMITED, 0, 0, 0
  HELENOFILHO, O&G_AUTHORIZED, 0, 0, 0
  JACKISONCORREIA, O&G_LIMITED, 0, 0, 0
  GABRIELROCHA, O&G_LIMITED, 0, 0, 0
  FABBIOLEITE, O&G_AUTHORIZED, 0, 0, 0
  USERTESTE1, O&G_LIMITED, 0, 0, 0
  JAMESREGAN, O&G_LIMITED, 0, 0, 0
  FLAVIOFIALHO, O&G_AUTHORIZED, 0, 0, 0
  ERNANDESPEREIR, O&G_LIMITED, 0, 0, 0
  ASANTANA, O&G_LIMITED, 0, 0, 0
  JOSERODRIGUES, O&G_LIMITED, 0, 0, 0
  MARCOSNEVES, O&G_AUTHORIZED, 0, 0, 0
  CARLOSBORBA, O&G_LIMITED, 0, 0, 0
  LEONARDODUTRA, O&G_LIMITED, 0, 0, 0
  PAULOPARREIRA, -, 0, 1, 0
  VANESSAPESSANHA, O&G_LIMITED, 0, 0, 0
  LEOSANDOVAL, O&G_LIMITED, 0, 0, 0
  CRISTIANOXAVIER, O&G_AUTHORIZED, 0, 0, 0
  SERGEVROLIJK, O&G_LIMITED, 0, 0, 0
  RAFAELPASCHOAL, O&G_LIMITED, 0, 0, 0
  TESTEMAINT, O&G_LIMITED, 0, 0, 0
  VALIDA_BASE, O&G_LIMITED, 0, 0, 0
  PAULOALVES, O&G_LIMITED, 0, 0, 0
  MATERIAL_USER, O&G_AUTHORIZED, 0, 0, 0
  FABIANOSSILVA, O&G_LIMITED, 0, 0, 0
  REGIONECOSTA, O&G_LIMITED, 0, 0, 0
  ALEXANDRERIBEIRO, O&G_AUTHORIZED, 0, 0, 0
  NEIDSONSOUZA, O&G_AUTHORIZED, 0, 0, 0
  LUCIANOCABRAL, O&G_LIMITED, 0, 0, 0
  FABIORITA, O&G_LIMITED, 0, 0, 0
  LUCIANORIBEIRO, O&G_AUTHORIZED, 0, 0, 0
  JOSERFERREIRA, O&G_LIMITED, 0, 0, 0
  WALDENIRFIGUEIRA, O&G_AUTHORIZED, 0, 0, 0
  HERBSONSANTOS, O&G_LIMITED, 0, 0, 0
  SANDROCARNEIRO, O&G_LIMITED, 0, 0, 0
  LINCOLNSOUZA, O&G_AUTHORIZED, 0, 0, 0
  SONIACOSTA, O&G_LIMITED, 0, 0, 0
  IARLENKLEIN, O&G_LIMITED, 0, 0, 0
  ELCIODSILVA, O&G_LIMITED, 0, 0, 0
  ANTONIOFILHO, O&G_LIMITED, 0, 0, 0
  RODRIGOBERTI, O&G_LIMITED, 0, 0, 0
  HENRIQUEROQUE, O&G_AUTHORIZED, 0, 0, 0
  MARCELLOQUEIROZ, O&G_AUTHORIZED, 0, 0, 0
  EDERREZENDE, -, 0, 1, 0
  FLAVIOFONSECA, -, 0, 1, 0
  JOSEROQUE, -, 0, 1, 0
  ALESSANDROPINTO, -, 0, 1, 0
  KASTOLPHO, -, 0, 1, 0
  ANDRZEJNIEWINSKI, -, 0, 1, 0
  ALESSANDROCORREA, -, 0, 1, 0
  EDIVALDOSANTANA, -, 0, 1, 0
  FREDERICOMORAES, -, 0, 1, 0
  WILSONALVARINO, -, 0, 1, 0
  ALEXANDERVIANA, -, 0, 1, 0
  RYANHOFFMANN, -, 0, 1, 0
  HELTONTAVARES, -, 0, 1, 0
  DALADIERNAGIB, -, 0, 1, 0
  CARLOSMANOEL, -, 0, 1, 0
  EVALDOCOSTA, -, 0, 1, 0
  ANTONIOSOBRAL, -, 0, 1, 0
  IGORHARBS, -, 0, 1, 0
  ADLERBAHIA, -, 0, 1, 0
  ROBERTLOS, -, 0, 1, 0
  PEDRODUARTE, -, 0, 1, 0
  PHFALCAO, -, 0, 1, 0
  CARLOSRODRIGO, -, 0, 1, 0
  VITORRAMALHO, -, 0, 1, 0
  RACKSONGUEVARA, -, 0, 1, 0
  CINTIAFANTINATTI, -, 0, 1, 0
  EMERSONGONCALVES, -, 0, 1, 0
  NELSONTARUPI, -, 0, 1, 0
  FABIOSILVA, -, 0, 1, 0
  RYANHOFFMANN, O&G_LIMITED, 0, 0, 0
  EMERSONBASTOS, O&G_LIMITED, 0, 0, 0
  HELTONTAVARES, O&G_LIMITED, 0, 0, 0
  ANTONIO SERGIO GONÇALVES FILHO, O&G_LIMITED, 0, 0, 0
  LEANDROVENANCIO, O&G_LIMITED, 0, 0, 0
  CHRISTIANALCANTARA, O&G_LIMITED, 0, 0, 0
  RICARDOCASTRO, O&G_AUTHORIZED, 0, 0, 0
  VICTORIASILVA, O&G_LIMITED, 0, 0, 0
  EDILSONVIANA, -, 0, 1, 0
  FABIOFIGUEIRA, -, 0, 1, 0
  LEANDROSILVA, -, 0, 1, 0
  JONATASCOSTA, -, 0, 1, 0
  FELIPEPAIXAO, -, 0, 1, 0
  LINCOLNSOUZA, -, 0, 1, 0
  CLAUDIOGODINHO, -, 0, 1, 0
  WILSONJUNIOR, -, 0, 1, 0
  CARLOSHUMBERTO, -, 0, 1, 0
  RICARDOCRESPO, -, 0, 1, 0
  ANDRESANTOS, -, 0, 1, 0
  HARRISONNOGUEIRA, -, 0, 1, 0
  EDSONRAFAEL, -, 0, 1, 0
  FREDERICOPOMPEU, -, 0, 1, 0
  FABRICIOESTEVES, -, 0, 1, 0
  RICARDOBASTOS, -, 0, 1, 0
  DANILODELIMA, -, 0, 1, 0
  CIDCOSTA, -, 0, 1, 0
  USERTESTE, -, 0, 1, 0
  EMANOELPINTO, -, 0, 1, 0
  GRAZIONEMELLO, -, 0, 1, 0
  GABRIELAMARTINEZ, -, 0, 1, 0
  MILTONTABOSA, -, 0, 1, 0
  RAFAELLIMA, -, 0, 1, 0
  BRUNOZULLO, -, 0, 1, 0
  AFONSOCASTRO, -, 0, 1, 0
  FRANCISRIBEIRO, -, 0, 1, 0
  DORRICELILEMBRANCE, -, 0, 1, 0
  AUGUSTOBRITO, -, 0, 1, 0
  JOSERODRIGUES, -, 0, 1, 0
  ERICKSIDERLEY, -, 0, 1, 0
  LOGANLAVIOLETTE, -, 0, 1, 0
  VANDERRIBEIRO, -, 0, 1, 0
  CAIOBARBOSA, -, 0, 1, 0
  JOSETIAGO, -, 0, 1, 0
  CRISTIANOXAVIER, -, 0, 1, 0
  SERGEVROLIJK, -, 0, 1, 0
  ALLANMARQUES, -, 0, 1, 0
  NATALIALOPES, -, 0, 1, 0
  ERNANECARVALHAL, -, 0, 1, 0
  PAULOALVES, -, 0, 1, 0
  JANMACHOWSKI, -, 0, 1, 0
  THIAGOSAMPIETRO, -, 0, 1, 0
  SONIACOSTA, -, 0, 1, 0
  LEANDROVENANCIO, -, 0, 1, 0
  CHRISTIANALCANTARA, -, 0, 1, 0
  JOAOPINHEIRO, -, 0, 1, 0
  LNUNES, -, 0, 1, 0
  FABIANOSSILVA, -, 0, 1, 0
  ROBERTATOSTES, -, 0, 1, 0
  ANDRESILVA, -, 0, 1, 0
  JULIAMELO, -, 0, 1, 0
  REGIONECOSTA, -, 0, 1, 0
  FABIOSOUZA, -, 0, 1, 0
  EMERSONBASTOS, -, 0, 1, 0
  WANDERLANSANTO, -, 0, 1, 0
  ALEXANDRERIBEIRO, -, 0, 1, 0
  MARCIOAGUIAR, -, 0, 1, 0
  VICTORSIQUEIRA, -, 0, 1, 0
  ELCIODSILVA, -, 0, 1, 0
  HENRIQUEROQUE, -, 0, 1, 0
  FELIPEMENEZES, -, 0, 1, 0
  LUCIANOCABRAL, -, 0, 1, 0
  LUCIANOJUNIOR, -, 0, 1, 0
  VICTORCOSTA, -, 0, 1, 0
  BRUNOCOSTA, -, 0, 1, 0
  RODRIGOBERTI, -, 0, 1, 0
  VICTORSILVA, -, 0, 1, 0
  ULYSSESESTEVAO, -, 0, 1, 0
  FABIOPIRES, -, 0, 1, 0
  FABIORITA, -, 0, 1, 0
  SANDROCARNEIRO, -, 0, 1, 0
  ANTONIOFILHO, -, 0, 1, 0
  MARCELLOQUEIROZ, -, 0, 1, 0
  LUCIANORIBEIRO, -, 0, 1, 0
  NICOLESILVEIRA, -, 0, 1, 0
  VICTORIASILVA, -, 0, 1, 0
  WELLINGTONROSSONI, -, 0, 1, 0
  PARTHUR, O&G_LIMITED, 0, 0, 0
  MARCIOMOLINARI, O&G_LIMITED, 0, 0, 0
  THAISSAMPAIO, O&G_LIMITED, 0, 0, 0
  USERTESTE3, O&G_LIMITED, 0, 0, 0
  PATRICKLEAL, O&G_LIMITED, 0, 0, 0
  LEONARDOSCIAMMARELLA, O&G_LIMITED, 0, 0, 0
  MAXADOOG, -, 0, 1, 0
  BENRADU, O&G_AUTHORIZED, 0, 0, 0
  EDVALDOBASTOS, O&G_LIMITED, 0, 0, 0
  LEONEFIGUEIRA, O&G_AUTHORIZED, 0, 0, 0
  ALINEAMANCIO, O&G_LIMITED, 0, 0, 0
  LENIELJUNIOR, O&G_AUTHORIZED, 0, 0, 0
  RAFAELPASCOAL, O&G_LIMITED, 0, 0, 0
  CARLAMORAES, O&G_LIMITED, 0, 0, 0
  CLAUDIOFARIAS, O&G_AUTHORIZED, 0, 0, 0
  RODRIGOACARDOSO, O&G_LIMITED, 0, 0, 0
  AUGUSTOBRITO, O&G_LIMITED, 0, 0, 0
  DIEGOFERREIRA, O&G_AUTHORIZED, 0, 0, 0
  FABIANOLIBARDI, O&G_LIMITED, 0, 0, 0
  ALESSANDROSILVA, O&G_LIMITED, 0, 0, 0
  CARLOSBERBERT, O&G_AUTHORIZED, 0, 0, 0
  ERICKSIDERLEY, O&G_LIMITED, 0, 0, 0
  LOGANLAVIOLETTE, O&G_LIMITED, 0, 0, 0
  VANDERRIBEIRO, O&G_LIMITED, 0, 0, 0
  RODRIGOGOES, O&G_LIMITED, 0, 0, 0
  HELCIOYASSUO, O&G_LIMITED, 0, 0, 0
  JOSETIAGO, O&G_AUTHORIZED, 0, 0, 0
  LUCASSOUZA, O&G_AUTHORIZED, 0, 0, 0
  PEDROFRANCO, O&G_AUTHORIZED, 0, 0, 0
  ALLANMARQUES, O&G_LIMITED, 0, 0, 0
  ERNANECARVALHAL, O&G_LIMITED, 0, 0, 0
  DIEGOOTAVIO, O&G_LIMITED, 0, 0, 0
  THIAGOFROES, -, 0, 1, 0
  LNUNES, O&G_LIMITED, 0, 0, 0
  JULIAMELO, O&G_LIMITED, 0, 0, 0
  FABIOSOUZA, O&G_LIMITED, 0, 0, 0
  VICTORSIQUEIRA, O&G_LIMITED, 0, 0, 0
  FELIPEMENEZES, O&G_LIMITED, 0, 0, 0
  FABIOPIRES, O&G_AUTHORIZED, 0, 0, 0
  ANDERSONDONIZETE, O&G_LIMITED, 0, 0, 0
  WELLINGTONROSSONI, O&G_AUTHORIZED, 0, 0, 0
  HENRIQUEPEREIRA, O&G_AUTHORIZED, 0, 0, 0
  USERTESTE, O&G_AUTHORIZED, 0, 0, 0
  VICTORCOSTA, O&G_LIMITED, 0, 0, 0
  RICARDOAMOEDO, O&G_AUTHORIZED, 0, 0, 0
  JOAOPINHEIRO, O&G_LIMITED, 0, 0, 0
  STENIOFERREIRA, O&G_LIMITED, 0, 0, 0
  RODRIGOACARDOSO, -, 0, 1, 0
  GUSTAVOCANARIO, -, 0, 1, 0
  WANDERLANSANTO, O&G_LIMITED, 0, 0, 0
  ALESSANDROOUTEIRO, -, 0, 1, 0
  RICARDOAMOEDO, -, 0, 1, 0
  HELPDESK, -, 0, 1, 0
  CARLOSALEXANDRE, -, 0, 1, 1
  RONALDBRAGANZA, -, 0, 1, 0
  HEATHMINER, -, 0, 1, 0
  GUILHERMESILVA, -, 0, 1, 0
  JAGOSBORICIC, -, 0, 1, 0
  RICARDOPRIOLI, -, 0, 1, 0
  SAVIOCAETANO, -, 0, 1, 0
  IRINEUMIRANDA, -, 0, 1, 0
  JOILSONRODRIGUES, -, 0, 1, 0
  LEONEFIGUEIRA, -, 0, 1, 0
  LUIZSANTOS, -, 0, 1, 0
  HELENOFILHO, -, 0, 1, 0
  LENIELJUNIOR, -, 0, 1, 0
  JACKISONCORREIA, -, 0, 1, 0
  ALEXEIKERKIS, -, 0, 1, 0
  SINVALJUNIOR, -, 0, 1, 0
  FABBIOLEITE, -, 0, 1, 0
  CLAUDIOFARIAS, -, 0, 1, 0
  ERNANDESPEREIR, -, 0, 1, 0
  FABIANOLIBARDI, -, 0, 1, 0
  ASANTANA, -, 0, 1, 0
  ALESSANDROSILVA, -, 0, 1, 0
  JULIMARANDRADE, -, 0, 1, 0
  ELCIODIAS, -, 0, 1, 0
  CARLOSBERBERT, -, 0, 1, 0
  MARCOSNEVES, -, 0, 1, 0
  CARLOSBORBA, -, 0, 1, 0
  LUCIANOCAMARA, -, 0, 1, 0
  AGATHAALVARENGA, -, 0, 1, 0
  TARIKAMARO, -, 0, 1, 0
  LEONARDOGOMES, -, 0, 1, 0
  ISAACOLIVEIRA, -, 0, 1, 0
  LUCIANOCAMARA, -, 0, 1, 0
  FRANCISCOJUNIOR, -, 0, 1, 0
  ALISSONCONCEICAO, -, 0, 1, 0
  EDSONRAFAEL, O&G_LIMITED, 0, 0, 0
  CARLOSBERBERT, O&G_LIMITED, 0, 0, 0
  THIAGOSAMPIETRO, O&G_LIMITED, 0, 0, 0
  LNUNES, O&G_LIMITED, 0, 0, 0
  ANTONIOCOUTINHO, O&G_LIMITED, 0, 0, 0
  PAULOCOSTA, O&G_LIMITED, 0, 0, 0
  CARLOSFERREIRA, O&G_LIMITED, 0, 0, 0
  CRISTIABRITO, O&G_LIMITED, 0, 0, 0
  GEOVANESILVA, O&G_LIMITED, 0, 0, 0
  BRUNOROSARIO, O&G_LIMITED, 0, 0, 0
  EDILSONVIANA, O&G_AUTHORIZED, 0, 0, 0
  FABRICIOESTEVES, O&G_LIMITED, 0, 0, 0
  JEFFERSONSANTOS, O&G_LIMITED, 0, 0, 0
  PAULOALVES, O&G_AUTHORIZED, 0, 0, 0
  ANDERSONOLIVEIRA, O&G_LIMITED, 0, 0, 0
  LEONARDOBRITTO, -, 0, 1, 1
  WALDENIRFIGUEIRA, -, 0, 1, 0
  EDIVALDOSANTANA, O&G_AUTHORIZED, 0, 0, 0
  MARCELOFERREIRA, O&G_LIMITED, 0, 0, 0
  DIOGOGIRARDI, O&G_LIMITED, 0, 0, 0
  THIAGOLUCAS, O&G_LIMITED, 0, 0, 0
  JEFFERSONSANTOS, O&G_LIMITED, 0, 0, 0
  THIAGOTINOCO, O&G_LIMITED, 0, 0, 0
  FRANCISCORENATO, O&G_AUTHORIZED, 0, 0, 0
  CARLOSHUMBERTO, -, 0, 1, 1
  ADLERBAHIA, -, 0, 1, 1
  JAGOSBORICIC, -, 0, 1, 1
  FABIOSILVA, -, 0, 1, 1
  VANDERRIBEIRO, -, 0, 1, 0
  LEONARDOMARQUES, -, 0, 1, 1
  ANTONIOLEITE, -, 0, 1, 0
  ULYSSESESTEVAO, -, 0, 1, 0
  ANTONIOJUNIOR, -, 0, 1, 1
  LEANDROREIS, -, 0, 1, 0
  CHARLESPEREIRA, -, 0, 1, 0
  ADEMIRNORBERTO, -, 0, 1, 1
  THIAGOLUCAS, -, 0, 1, 0
  JULIANAMANHAES, -, 0, 1, 0
  DECIOFILHO, -, 0, 1, 0
  ISLAMREIS, -, 0, 1, 0
  CAIOQUITETE, -, 0, 1, 1
  GUILHERMESILVA, -, 0, 1, 1
  FABIOFIGUEIRA, -, 0, 1, 0
  GABRIELREGIS, -, 0, 1, 0
  JOAORAIMUNDO, -, 0, 1, 0
  ANTONIO.GONCALVES, -, 0, 1, 1
  GUSTAVOTAKAMA, -, 0, 1, 0
  ROBERTONETO, -, 0, 1, 1
  LUCASSANTOS, -, 0, 1, 0
  JADERMELO, -, 0, 1, 0
  MARCELOGSILVA, -, 0, 1, 1
  OSCARCORTES, -, 0, 1, 0
  TAILSONSANTOS, -, 0, 1, 0
  JANDERBAIENSE, -, 0, 1, 0
  JOHNMARIA, -, 0, 1, 1
  MAURICIOAFONSO, -, 0, 1, 0
  LEANDROMATOS, -, 0, 1, 0
  MARCELONPEREIRA, -, 0, 1, 0
  RAFAELGALVES, -, 0, 1, 0
  JOSEFILHO, -, 0, 1, 0
  RAMONCOELHO, -, 0, 1, 1
  RODRIGONORONHA, -, 0, 1, 0
  THIAGONASCIMENTO, -, 0, 1, 1
  TIAGOVEIGA, -, 0, 1, 0
  VINICIUSMENEZES, -, 0, 1, 0
  WELLINGTONASILVA, -, 0, 1, 1
  GUSTAVOCORGOSINHO, -, 0, 1, 0
  JORGEFRANCISCO, -, 0, 1, 0
  FRANCISCOJUNIOR, -, 0, 1, 0
  ANTONIONEVES, -, 0, 1, 1
  THIAGOROMANO, -, 0, 1, 1
