IBM Db2 Interactive CLI Sample Program
(C) COPYRIGHT International Business Machines Corp. 1993,1996
All Rights Reserved
Licensed Materials - Property of IBM
US Government Users Restricted Rights - Use, duplication or
disclosure restricted by GSA ADP Schedule Contract with IBM Corp.
> SELECT USERID, APP, ATTEMPTDATE, ATTEMPTRESULT, CLIENTHOST, CLIENTADDR FROM LOGINTRACKING WHERE ATTEMPTDATE >= CURRENT_DATE - 90 DAYS AND ATTEMPTRESULT = 'LOGIN';
  FABIANOLIBARDI, -, 2026-03-27 06:09:48.765000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  ALANPESSANHA, -, 2026-03-27 06:15:53.479000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  SINVALJUNIOR, -, 2026-03-27 06:19:17.696000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  DAVIDASILVA, -, 2026-03-27 06:21:22.333000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  GEOVANESILVA, -, 2026-03-27 06:25:29.444000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  RUMENIKJACCOUD, -, 2026-03-27 06:25:58.918000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  TIAGOSILVA, -, 2026-03-27 06:26:58.898000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  FABIANOLIBARDI, -, 2026-03-27 06:30:55.216000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  WSORACLE, -, 2026-03-27 06:31:15.281000, LOGIN, UNKNOWN, UNKNOWN
  WSORACLE, -, 2026-03-27 06:31:22.569000, LOGIN, UNKNOWN, UNKNOWN
  LEONARDOSCIAMMARELLA, -, 2026-03-27 06:35:11.886000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  WSORACLE, -, 2026-03-27 06:39:31.345000, LOGIN, UNKNOWN, UNKNOWN
  WSORACLE, -, 2026-03-27 06:39:34.028000, LOGIN, UNKNOWN, UNKNOWN
  MATEUSSIQUEIRA, -, 2026-03-27 06:39:38.259000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  WANDERLANSANTO, -, 2026-03-27 06:39:50.566000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  GEOVANESILVA, -, 2026-03-27 06:40:16.309000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  ANTONIONETO, -, 2026-03-27 06:40:49.994000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  SINVALJUNIOR, -, 2026-03-27 06:41:22.873000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  LEONARDOSCIAMMARELLA, -, 2026-03-27 06:44:24.512000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  CARLOSBORBA, -, 2026-03-27 06:45:01.971000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  GEOVANESILVA, -, 2026-03-27 06:49:44.035000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  CAIOSTRACIERI, -, 2026-03-27 06:49:59.103000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  FABIOSILVA, -, 2026-03-27 06:52:36.552000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  TIAGOSILVA, -, 2026-03-27 06:59:25.660000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  HUGORIBEIRO, -, 2026-03-27 06:59:29.002000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  CARLOSBORBA, -, 2026-03-27 07:03:22.594000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  DERECKCAVALCANTE, -, 2026-03-27 07:03:41.517000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  ITEAM, -, 2026-03-27 07:09:11.303000, LOGIN, 10.90.92.4, 10.90.92.4
  ERIVELTO, -, 2026-03-27 07:10:49.382000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  FABIOSILVA, -, 2026-03-27 07:11:33.342000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  EDSONCONCEICAO, -, 2026-03-27 07:14:29.561000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  ERIVELTO, -, 2026-03-27 07:16:46.305000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  CARLOSALEXANDRE, -, 2026-03-27 07:17:18.666000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  AUGUSTOLAMIM, -, 2026-03-27 07:17:26.963000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  CARLOSHUMBERTO, -, 2026-03-27 07:21:29.444000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  PAULONUNES, -, 2026-03-27 07:22:57.481000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  RUMENIKJACCOUD, -, 2026-03-27 07:30:40.421000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  WANDERLANSANTO, -, 2026-03-27 07:34:05.591000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  SINVALJUNIOR, -, 2026-03-27 07:34:32.434000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  BRUNOGOMES, -, 2026-03-27 07:39:00.509000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  CARLOSALEXANDRE, -, 2026-03-27 07:47:52.575000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  MARINSANDRE, -, 2026-03-27 07:48:57.163000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  SERGEVROLIJK, -, 2026-03-27 07:51:09.901000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  JEANARAUJO, -, 2026-03-27 07:53:03.040000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  LEONARDOSCIAMMARELLA, -, 2026-03-27 07:53:23.117000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  ITEAM, -, 2026-03-27 08:03:27.278000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  RICARDOAMOEDO, -, 2026-03-27 08:05:40.160000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  TIAGOSILVA, -, 2026-03-27 08:06:58.001000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  VINICIUSNUNES, -, 2026-03-27 08:09:50.494000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  SINVALJUNIOR, -, 2026-03-27 08:16:52.506000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  SINVALJUNIOR, -, 2026-03-27 08:23:59.688000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  FABIOSILVA, -, 2026-03-27 08:25:04.290000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  HUGORIBEIRO, -, 2026-03-27 08:25:13.556000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  RICARDOAMOEDO, -, 2026-03-27 08:34:05.458000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  LUCASBATISTA, -, 2026-03-27 08:36:11.726000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  ROQUEFLAVIO, -, 2026-03-27 08:36:32.204000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  WSORACLE, -, 2026-03-27 08:45:15.694000, LOGIN, UNKNOWN, UNKNOWN
  WSORACLE, -, 2026-03-27 08:45:18.830000, LOGIN, UNKNOWN, UNKNOWN
  CAIOSTRACIERI, -, 2026-03-27 08:46:44.315000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  ANTONIONETO, -, 2026-03-27 08:47:58.895000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  WSORACLE, -, 2026-03-27 08:49:31.291000, LOGIN, UNKNOWN, UNKNOWN
  WSORACLE, -, 2026-03-27 08:49:34.021000, LOGIN, UNKNOWN, UNKNOWN
  VICTORSIQUEIRA, -, 2026-03-27 08:51:23.016000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  CARLOSBORBA, -, 2026-03-27 08:54:26.647000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  CARLOSHUMBERTO, -, 2026-03-27 08:58:28.643000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  SINVALJUNIOR, -, 2026-03-27 09:15:27.750000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  ANTONIONEVES, -, 2026-03-27 09:24:46.436000, LOGIN, 10.117.120.121, 10.117.120.121
  ERIVELTO, -, 2026-03-27 09:31:27.362000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  CARLOSALEXANDRE, -, 2026-03-27 09:34:18.490000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  TIAGOSILVA, -, 2026-03-27 09:34:34.429000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  HUGORIBEIRO, -, 2026-03-27 09:34:53.915000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  AUGUSTOLAMIM, -, 2026-03-27 09:35:38.233000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  LEONARDOSCIAMMARELLA, -, 2026-03-27 09:39:04.744000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  JOABSONRIBEIRIO, -, 2026-03-27 09:43:57.313000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  CARLOSBORBA, -, 2026-03-27 09:47:54.053000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  ELOIORLANDINI, -, 2026-03-27 09:51:11.267000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  DORIVALDOFILHO, -, 2026-03-27 09:51:29.884000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  GUILHERMESILVA, -, 2026-03-27 09:52:39.907000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  LEONARDOQUEIROZ, -, 2026-03-27 09:55:26.417000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  FABIANOLIBARDI, -, 2026-03-27 09:57:38.529000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  SERGEVROLIJK, -, 2026-03-27 09:57:50.436000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  JOABSONRIBEIRIO, -, 2026-03-27 09:58:06.848000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  ROQUEFLAVIO, -, 2026-03-27 10:02:48.723000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  FABIOSILVA, -, 2026-03-27 10:05:08.806000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  MARCELOSANTOS, -, 2026-03-27 10:06:43.048000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  CARLOSHUMBERTO, -, 2026-03-27 10:14:56.117000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  SINVALJUNIOR, -, 2026-03-27 10:16:33.943000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  RICARDOAMOEDO, -, 2026-03-27 10:18:38.822000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  ANTONIONEVES, -, 2026-03-27 10:21:18.086000, LOGIN, 10.117.120.121, 10.117.120.121
  HUGORIBEIRO, -, 2026-03-27 10:22:33.458000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  GEOVANESILVA, -, 2026-03-27 10:24:03.377000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  LEONARDOSCIAMMARELLA, -, 2026-03-27 10:25:39.478000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  VICTORSIQUEIRA, -, 2026-03-27 10:32:03.398000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  ITEAM, -, 2026-03-27 10:35:30.600000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  LUCASBATISTA, -, 2026-03-27 10:39:02.430000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  AUGUSTOLAMIM, -, 2026-03-27 10:39:06.044000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  JEANARAUJO, -, 2026-03-27 10:48:37.366000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  ANTONIONETO, -, 2026-03-27 11:00:35.384000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  GUILHERMESILVA, -, 2026-03-27 11:02:20.959000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  ELOIORLANDINI, -, 2026-03-27 11:12:14.741000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  CARLOSHUMBERTO, -, 2026-03-27 11:15:12.391000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  LEONARDOSCIAMMARELLA, -, 2026-03-27 11:18:15.513000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  VICTORSIQUEIRA, -, 2026-03-27 11:18:31.414000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  ADLERBAHIA, -, 2026-03-27 11:19:53.360000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  SINVALJUNIOR, -, 2026-03-27 11:25:10.975000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  LEONARDOPRIMO, -, 2026-03-27 11:58:30.308000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  GILMAXSANTOS, -, 2026-03-27 12:21:10.968000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  VICTORSIQUEIRA, -, 2026-03-27 12:27:57.623000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  JULIOLSILVA, -, 2026-03-27 12:32:30.880000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  ERIVELTO, -, 2026-03-27 12:36:12.713000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  SINVALJUNIOR, -, 2026-03-27 12:36:16.927000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  LEONARDOSCIAMMARELLA, -, 2026-03-27 12:39:37.225000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  LUCASBATISTA, -, 2026-03-27 12:47:13.280000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  GUILHERMESILVA, -, 2026-03-27 12:47:44.113000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  WESLEYALVES, -, 2026-03-27 12:51:31.799000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  MATEUSSIQUEIRA, -, 2026-03-27 12:54:36.846000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  SERGEVROLIJK, -, 2026-03-27 13:00:16.518000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  WELLINGTONASILVA, -, 2026-03-27 13:03:09.900000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  FABIOSILVA, -, 2026-03-27 13:08:19.926000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  JOSEBRUNO, -, 2026-03-27 13:17:30.495000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  SINVALJUNIOR, -, 2026-03-27 13:21:24.899000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  CARLOSALEXANDRE, -, 2026-03-27 13:30:10.777000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  JEANARAUJO, -, 2026-03-27 13:33:46.325000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  HUGORIBEIRO, -, 2026-03-27 13:35:25.082000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  AUGUSTOLAMIM, -, 2026-03-27 13:36:23.130000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  CARLOSBORBA, -, 2026-03-27 13:40:26.549000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  JULIOLSILVA, -, 2026-03-27 13:42:40.248000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  LUCASBATISTA, -, 2026-03-27 13:45:02.218000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  GUILHERMESILVA, -, 2026-03-27 13:51:43.908000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  TIAGOSILVA, -, 2026-03-27 13:52:37.725000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  GILMAXSANTOS, -, 2026-03-27 13:53:54.172000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  WESLEYALVES, -, 2026-03-27 13:54:37.079000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  JULIOLSILVA, -, 2026-03-27 13:57:57.138000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  LEONARDOSCIAMMARELLA, -, 2026-03-27 13:59:27.964000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  TBARBU, -, 2026-03-27 14:02:18.015000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  RICARDOAMOEDO, -, 2026-03-27 14:02:28.080000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  ANTONIONEVES, -, 2026-03-27 14:23:36.511000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  RICARDOAMOEDO, -, 2026-03-27 14:31:07.298000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  VINHOSAFABIO, -, 2026-03-27 14:41:37.557000, LOGIN, 192.200.152.77, 192.200.152.77
  GUILHERMESILVA, -, 2026-03-27 14:43:56.268000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  VICTORSIQUEIRA, -, 2026-03-27 15:05:30.688000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  GUILHERMESILVA, -, 2026-03-27 15:06:14.161000, LOGIN, 10.117.120.63, 10.117.120.63
  CARLOSHUMBERTO, -, 2026-03-27 15:24:55.898000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  RICARDOAMOEDO, -, 2026-03-27 15:27:15.727000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  ANTONIONETO, -, 2026-03-27 15:30:16.838000, LOGIN, 10.117.120.121, 10.117.120.121
  PAULONUNES, -, 2026-03-27 15:36:36.919000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  FABIANOLIBARDI, -, 2026-03-27 15:37:00.048000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  SINVALJUNIOR, -, 2026-03-27 15:38:41.741000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  GUILHERMESILVA, -, 2026-03-27 15:41:17.443000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  WESLEYALVES, -, 2026-03-27 15:42:45.548000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  ELOIORLANDINI, -, 2026-03-27 15:44:36.188000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  WELLINGTONPSILVA, -, 2026-03-27 15:50:20.294000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  GABRIELHSIQUEIRA, -, 2026-03-27 15:57:45.515000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  RICARDOAMOEDO, -, 2026-03-27 16:11:09.853000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  MATEUSSIQUEIRA, -, 2026-03-27 16:19:56.746000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  CARLOSBORBA, -, 2026-03-27 16:24:43.371000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  ANTONIONETO, -, 2026-03-27 16:35:38.708000, LOGIN, 10.117.120.121, 10.117.120.121
  SINVALJUNIOR, -, 2026-03-27 16:38:27.844000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  CAIOSTRACIERI, -, 2026-03-27 16:45:40.111000, LOGIN, 10.117.120.100, 10.117.120.100
  GUILHERMESILVA, -, 2026-03-27 17:02:55.428000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  JEANARAUJO, -, 2026-03-27 17:16:30.365000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  PAULONUNES, -, 2026-03-27 17:23:08.415000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  WANDERLANSANTO, -, 2026-03-27 17:25:35.798000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  CARLOSALEXANDRE, -, 2026-03-27 17:34:51.417000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  LUCASBATISTA, -, 2026-03-27 17:37:18.733000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  GUILHERMESILVA, -, 2026-03-27 17:42:23.648000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  ITEAM, -, 2026-03-27 17:45:05.135000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  SERGEVROLIJK, -, 2026-03-27 17:47:26.790000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  CARLOSALEXANDRE, -, 2026-03-27 17:53:48.020000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
  RICARDOAMOEDO, -, 2026-03-27 17:57:52.644000, LOGIN, odrl-odn2-sv013.foresea.com, 10.118.6.45
